"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Área plantada ou destinada à colheita (Hectares)"
"Cód.","Município","Ano x Produto das lavouras temporárias e permanentes"
"Cód.","Município","2010"
"Cód.","Município","Total"
"4313490","Novo Barreiro (RS)","8149"
"4313508","Osório (RS)","3903"
"4313607","Paim Filho (RS)","8370"
"4313656","Palmares do Sul (RS)","20336"
"4313706","Palmeira das Missões (RS)","129838"
"4313805","Palmitinho (RS)","7970"
"4313904","Panambi (RS)","42912"
"4313953","Pantano Grande (RS)","17702"
"4314001","Paraí (RS)","5439"
"4314027","Paraíso do Sul (RS)","11567"
"4314035","Pareci Novo (RS)","1934"
"4314050","Parobé (RS)","1078"
"4314068","Passa Sete (RS)","8370"
"4314076","Passo do Sobrado (RS)","9467"
"4314100","Passo Fundo (RS)","46982"
"4314134","Paulo Bento (RS)","9513"
"4314159","Paverama (RS)","1217"
"4314175","Pedras Altas (RS)","7464"
"4314209","Pedro Osório (RS)","6013"
"4314308","Pejuçara (RS)","43882"
"4314407","Pelotas (RS)","36617"
"4314423","Picada Café (RS)","794"
"4314456","Pinhal (RS)","4620"
"4314464","Pinhal da Serra (RS)","12915"
"4314472","Pinhal Grande (RS)","20558"
"4314498","Pinheirinho do Vale (RS)","5105"
"4314506","Pinheiro Machado (RS)","4060"
"4314548","Pinto Bandeira (RS)","..."
"4314555","Pirapó (RS)","5957"
"4314605","Piratini (RS)","21162"
"4314704","Planalto (RS)","9333"
"4314753","Poço das Antas (RS)","445"
"4314779","Pontão (RS)","38577"
"4314787","Ponte Preta (RS)","7696"
"4314803","Portão (RS)","1135"
"4314902","Porto Alegre (RS)","875"
"4315008","Porto Lucena (RS)","9003"
"4315057","Porto Mauá (RS)","6170"
"4315073","Porto Vera Cruz (RS)","3352"
"4315107","Porto Xavier (RS)","5129"
"4315131","Pouso Novo (RS)","2203"
"4315149","Presidente Lucena (RS)","760"
"4315156","Progresso (RS)","5138"
"4315172","Protásio Alves (RS)","2650"
"4315206","Putinga (RS)","6517"
"4315305","Quaraí (RS)","13170"
"4315313","Quatro Irmãos (RS)","21344"
"4315321","Quevedos (RS)","25153"
"4315354","Quinze de Novembro (RS)","14509"
"4315404","Redentora (RS)","18736"
"4315453","Relvado (RS)","2400"
"4315503","Restinga Sêca (RS)","33534"
"4315552","Rio dos Índios (RS)","12424"
"4315602","Rio Grande (RS)","22120"
"4315701","Rio Pardo (RS)","49811"
"4315750","Riozinho (RS)","1041"
"4315800","Roca Sales (RS)","6936"
"4315909","Rodeio Bonito (RS)","7325"
"4315958","Rolador (RS)","19243"
"4316006","Rolante (RS)","3066"
"4316105","Ronda Alta (RS)","32012"
"4316204","Rondinha (RS)","17672"
"4316303","Roque Gonzales (RS)","14288"
"4316402","Rosário do Sul (RS)","51753"
"4316428","Sagrada Família (RS)","6501"
"4316436","Saldanha Marinho (RS)","19485"
"4316451","Salto do Jacuí (RS)","28138"
"4316477","Salvador das Missões (RS)","7313"
"4316501","Salvador do Sul (RS)","1424"
"4316600","Sananduva (RS)","27942"
"4316709","Santa Bárbara do Sul (RS)","86279"
"4316733","Santa Cecília do Sul (RS)","10043"
"4316758","Santa Clara do Sul (RS)","3709"
"4316808","Santa Cruz do Sul (RS)","24031"
"4316907","Santa Maria (RS)","39700"
"4316956","Santa Maria do Herval (RS)","2028"
"4316972","Santa Margarida do Sul (RS)","32926"
"4317004","Santana da Boa Vista (RS)","12872"
"4317103","Sant'Ana do Livramento (RS)","29394"
"4317202","Santa Rosa (RS)","36993"
"4317251","Santa Tereza (RS)","1859"
"4317301","Santa Vitória do Palmar (RS)","67621"
"4317400","Santiago (RS)","22975"
"4317509","Santo Ângelo (RS)","50170"
"4317558","Santo Antônio do Palma (RS)","6555"
"4317608","Santo Antônio da Patrulha (RS)","18306"
"4317707","Santo Antônio das Missões (RS)","44799"
"4317756","Santo Antônio do Planalto (RS)","17406"
"4317806","Santo Augusto (RS)","51635"
"4317905","Santo Cristo (RS)","23409"
"4317954","Santo Expedito do Sul (RS)","6668"
"4318002","São Borja (RS)","107352"
"4318051","São Domingos do Sul (RS)","2772"
"4318101","São Francisco de Assis (RS)","30217"
"4318200","São Francisco de Paula (RS)","7207"
"4318309","São Gabriel (RS)","77159"
"4318408","São Jerônimo (RS)","10143"
"4318424","São João da Urtiga (RS)","9480"
"4318432","São João do Polêsine (RS)","2939"
"4318440","São Jorge (RS)","5578"
"4318457","São José das Missões (RS)","6173"
"4318465","São José do Herval (RS)","1623"
"4318481","São José do Hortêncio (RS)","1922"
"4318499","São José do Inhacorá (RS)","4160"
"4318507","São José do Norte (RS)","4595"
"4318606","São José do Ouro (RS)","23441"
"4318614","São José do Sul (RS)","1348"
"4318622","São José dos Ausentes (RS)","3145"
"4318705","São Leopoldo (RS)","163"
"4318804","São Lourenço do Sul (RS)","38076"
"4318903","São Luiz Gonzaga (RS)","91836"
"4319000","São Marcos (RS)","2360"
"4319109","São Martinho (RS)","16472"
"4319125","São Martinho da Serra (RS)","29200"
"4319158","São Miguel das Missões (RS)","86624"
"4319208","São Nicolau (RS)","14044"
"4319307","São Paulo das Missões (RS)","13042"
"4319356","São Pedro da Serra (RS)","472"
"4319364","São Pedro das Missões (RS)","7564"
"4319372","São Pedro do Butiá (RS)","8381"
"4319406","São Pedro do Sul (RS)","13188"
"4319505","São Sebastião do Caí (RS)","1419"
"4319604","São Sepé (RS)","52859"
"4319703","São Valentim (RS)","6922"
"4319711","São Valentim do Sul (RS)","2953"
"4319737","São Valério do Sul (RS)","8789"
"4319752","São Vendelino (RS)","372"
"4319802","São Vicente do Sul (RS)","22339"
"4319901","Sapiranga (RS)","841"
"4320008","Sapucaia do Sul (RS)","16"
"4320107","Sarandi (RS)","23327"
"4320206","Seberi (RS)","30437"
"4320230","Sede Nova (RS)","10597"
"4320263","Segredo (RS)","11040"
"4320305","Selbach (RS)","15284"
"4320321","Senador Salgado Filho (RS)","14961"
"4320354","Sentinela do Sul (RS)","6186"
"4320404","Serafina Corrêa (RS)","5454"
"4320453","Sério (RS)","2046"
"4320503","Sertão (RS)","41393"
"4320552","Sertão Santana (RS)","6501"
"4320578","Sete de Setembro (RS)","11654"
"4320602","Severiano de Almeida (RS)","6299"
"4320651","Silveira Martins (RS)","4036"
"4320677","Sinimbu (RS)","12374"
"4320701","Sobradinho (RS)","5113"
"4320800","Soledade (RS)","28090"
"4320859","Tabaí (RS)","266"
"4320909","Tapejara (RS)","20222"
"4321006","Tapera (RS)","17835"
"4321105","Tapes (RS)","19298"
"4321204","Taquara (RS)","2156"
"4321303","Taquari (RS)","4533"
"4321329","Taquaruçu do Sul (RS)","5461"
"4321352","Tavares (RS)","3739"
"4321402","Tenente Portela (RS)","16781"
"4321436","Terra de Areia (RS)","1487"
"4321451","Teutônia (RS)","3098"
"4321469","Tio Hugo (RS)","7916"
"4321477","Tiradentes do Sul (RS)","9931"
"4321493","Toropi (RS)","4560"
"4321501","Torres (RS)","3916"
"4321600","Tramandaí (RS)","399"
"4321626","Travesseiro (RS)","979"
"4321634","Três Arroios (RS)","5000"
"4321667","Três Cachoeiras (RS)","4432"
"4321709","Três Coroas (RS)","518"
"4321808","Três de Maio (RS)","43407"
"4321832","Três Forquilhas (RS)","1216"
"4321857","Três Palmeiras (RS)","12303"
"4321907","Três Passos (RS)","14303"
"4321956","Trindade do Sul (RS)","20984"
"4322004","Triunfo (RS)","10624"
"4322103","Tucunduva (RS)","18013"
"4322152","Tunas (RS)","8641"
"4322186","Tupanci do Sul (RS)","6857"
"4322202","Tupanciretã (RS)","163658"
"4322251","Tupandi (RS)","1288"
"4322301","Tuparendi (RS)","27493"
"4322327","Turuçu (RS)","6006"
"4322343","Ubiretama (RS)","9297"
"4322350","União da Serra (RS)","4925"
"4322376","Unistalda (RS)","6042"
"4322400","Uruguaiana (RS)","72227"
"4322509","Vacaria (RS)","62355"
"4322525","Vale Verde (RS)","6804"
"4322533","Vale do Sol (RS)","15021"
"4322541","Vale Real (RS)","1021"
"4322558","Vanini (RS)","2586"
"4322608","Venâncio Aires (RS)","37132"
"4322707","Vera Cruz (RS)","12814"
"4322806","Veranópolis (RS)","3141"
"4322855","Vespasiano Corrêa (RS)","4585"
"4322905","Viadutos (RS)","10101"
"4323002","Viamão (RS)","26286"
"4323101","Vicente Dutra (RS)","12669"
"4323200","Victor Graeff (RS)","20551"
"4323309","Vila Flores (RS)","1705"
"4323358","Vila Lângaro (RS)","11682"
"4323408","Vila Maria (RS)","12532"
"4323457","Vila Nova do Sul (RS)","7098"
"4323507","Vista Alegre (RS)","5199"
"4323606","Vista Alegre do Prata (RS)","2474"
"4323705","Vista Gaúcha (RS)","6048"
"4323754","Vitória das Missões (RS)","15460"
"4323770","Westfália (RS)","234"
"4323804","Xangri-lá (RS)","120"
"5000203","Água Clara (MS)","18008"
"5000252","Alcinópolis (MS)","11450"
"5000609","Amambai (MS)","60172"
"5000708","Anastácio (MS)","761"
"5000807","Anaurilândia (MS)","4809"
"5000856","Angélica (MS)","23764"
"5000906","Antônio João (MS)","21160"
"5001003","Aparecida do Taboado (MS)","24879"
"5001102","Aquidauana (MS)","709"
"5001243","Aral Moreira (MS)","140085"
"5001508","Bandeirantes (MS)","37513"
"5001904","Bataguassu (MS)","358"
"5002001","Batayporã (MS)","14035"
"5002100","Bela Vista (MS)","21330"
"5002159","Bodoquena (MS)","1365"
"5002209","Bonito (MS)","20837"
"5002308","Brasilândia (MS)","3887"
"5002407","Caarapó (MS)","138824"
"5002605","Camapuã (MS)","8134"
"5002704","Campo Grande (MS)","19036"
"5002803","Caracol (MS)","270"
"5002902","Cassilândia (MS)","7427"
"5002951","Chapadão do Sul (MS)","150455"
"5003108","Corguinho (MS)","196"
"5003157","Coronel Sapucaia (MS)","17265"
"5003207","Corumbá (MS)","970"
"5003256","Costa Rica (MS)","135339"
"5003306","Coxim (MS)","16429"
"5003454","Deodápolis (MS)","12230"
"5003488","Dois Irmãos do Buriti (MS)","1671"
"5003504","Douradina (MS)","18957"
"5003702","Dourados (MS)","228056"
"5003751","Eldorado (MS)","25109"
"5003801","Fátima do Sul (MS)","15544"
"5003900","Figueirão (MS)","2230"
"5004007","Glória de Dourados (MS)","2076"
"5004106","Guia Lopes da Laguna (MS)","782"
"5004304","Iguatemi (MS)","19063"
"5004403","Inocência (MS)","342"
"5004502","Itaporã (MS)","107307"
"5004601","Itaquiraí (MS)","56084"
"5004700","Ivinhema (MS)","21667"
"5004809","Japorã (MS)","3235"
"5004908","Jaraguari (MS)","6016"
"5005004","Jardim (MS)","4311"
"5005103","Jateí (MS)","17288"
"5005152","Juti (MS)","20571"
"5005202","Ladário (MS)","187"
"5005251","Laguna Carapã (MS)","125295"
"5005400","Maracaju (MS)","351439"
"5005608","Miranda (MS)","5081"
"5005681","Mundo Novo (MS)","6826"
"5005707","Naviraí (MS)","95298"
"5005806","Nioaque (MS)","3343"
"5006002","Nova Alvorada do Sul (MS)","81152"
"5006200","Nova Andradina (MS)","22152"
"5006259","Novo Horizonte do Sul (MS)","6215"
"5006275","Paraíso das Águas (MS)","..."
"5006309","Paranaíba (MS)","10326"
"5006358","Paranhos (MS)","4420"
"5006408","Pedro Gomes (MS)","12686"
"5006606","Ponta Porã (MS)","222415"
"5006903","Porto Murtinho (MS)","340"
"5007109","Ribas do Rio Pardo (MS)","4217"
"5007208","Rio Brilhante (MS)","233539"
"5007307","Rio Negro (MS)","2517"
"5007406","Rio Verde de Mato Grosso (MS)","8046"
"5007505","Rochedo (MS)","136"
"5007554","Santa Rita do Pardo (MS)","10530"
"5007695","São Gabriel do Oeste (MS)","201147"
"5007703","Sete Quedas (MS)","17597"
"5007802","Selvíria (MS)","1313"
"5007901","Sidrolândia (MS)","234039"
"5007935","Sonora (MS)","82252"
"5007950","Tacuru (MS)","15976"
"5007976","Taquarussu (MS)","10447"
"5008008","Terenos (MS)","9352"
"5008305","Três Lagoas (MS)","977"
"5008404","Vicentina (MS)","8996"
"5100102","Acorizal (MT)","253"
"5100201","Água Boa (MT)","56195"
"5100250","Alta Floresta (MT)","6817"
"5100300","Alto Araguaia (MT)","30039"
"5100359","Alto Boa Vista (MT)","4404"
"5100409","Alto Garças (MT)","125811"
"5100508","Alto Paraguai (MT)","10438"
"5100607","Alto Taquari (MT)","92126"
"5100805","Apiacás (MT)","1361"
"5101001","Araguaiana (MT)","210"
"5101209","Araguainha (MT)","80"
"5101258","Araputanga (MT)","480"
"5101308","Arenápolis (MT)","1683"
"5101407","Aripuanã (MT)","3806"
"5101605","Barão de Melgaço (MT)","269"
"5101704","Barra do Bugres (MT)","43829"
"5101803","Barra do Garças (MT)","18628"
"5101852","Bom Jesus do Araguaia (MT)","45575"
"5101902","Brasnorte (MT)","197360"
"5102504","Cáceres (MT)","13496"
"5102603","Campinápolis (MT)","1052"
"5102637","Campo Novo do Parecis (MT)","508890"
"5102678","Campo Verde (MT)","291186"
"5102686","Campos de Júlio (MT)","288771"
"5102694","Canabrava do Norte (MT)","7320"
"5102702","Canarana (MT)","141552"
"5102793","Carlinda (MT)","1752"
"5102850","Castanheira (MT)","2220"
"5103007","Chapada dos Guimarães (MT)","26484"
"5103056","Cláudia (MT)","67330"
"5103106","Cocalinho (MT)","140"
"5103205","Colíder (MT)","964"
"5103254","Colniza (MT)","15013"
"5103304","Comodoro (MT)","52873"
"5103353","Confresa (MT)","7060"
"5103361","Conquista D'Oeste (MT)","230"
"5103379","Cotriguaçu (MT)","5837"
"5103403","Cuiabá (MT)","1003"
"5103437","Curvelândia (MT)","1625"
"5103452","Denise (MT)","30898"
"5103502","Diamantino (MT)","423414"
"5103601","Dom Aquino (MT)","62750"
"5103700","Feliz Natal (MT)","73052"
"5103809","Figueirópolis D'Oeste (MT)","558"
"5103858","Gaúcha do Norte (MT)","84379"
"5103908","General Carneiro (MT)","76410"
"5103957","Glória D'Oeste (MT)","975"
"5104104","Guarantã do Norte (MT)","4286"
"5104203","Guiratinga (MT)","85000"
"5104500","Indiavaí (MT)","218"
"5104526","Ipiranga do Norte (MT)","257852"
"5104542","Itanhangá (MT)","77896"
"5104559","Itaúba (MT)","13417"
"5104609","Itiquira (MT)","287512"
"5104807","Jaciara (MT)","65198"
"5104906","Jangada (MT)","4182"
"5105002","Jauru (MT)","260"
"5105101","Juara (MT)","3739"
"5105150","Juína (MT)","7772"
"5105176","Juruena (MT)","806"
"5105200","Juscimeira (MT)","50930"
"5105234","Lambari D'Oeste (MT)","12459"
"5105259","Lucas do Rio Verde (MT)","421300"
"5105309","Luciara (MT)","435"
"5105507","Vila Bela da Santíssima Trindade (MT)","12780"
"5105580","Marcelândia (MT)","6107"
"5105606","Matupá (MT)","8498"
"5105622","Mirassol d'Oeste (MT)","9277"
"5105903","Nobres (MT)","13038"
"5106000","Nortelândia (MT)","19798"
"5106109","Nossa Senhora do Livramento (MT)","1935"
"5106158","Nova Bandeirantes (MT)","3951"
"5106174","Nova Nazaré (MT)","2650"
"5106182","Nova Lacerda (MT)","6235"
"5106190","Nova Santa Helena (MT)","3383"
"5106208","Nova Brasilândia (MT)","2352"
"5106216","Nova Canaã do Norte (MT)","20400"
"5106224","Nova Mutum (MT)","448345"
"5106232","Nova Olímpia (MT)","23695"
"5106240","Nova Ubiratã (MT)","349391"
"5106257","Nova Xavantina (MT)","44372"
"5106265","Novo Mundo (MT)","15378"
"5106273","Novo Horizonte do Norte (MT)","1393"
"5106281","Novo São Joaquim (MT)","113711"
"5106299","Paranaíta (MT)","3403"
"5106307","Paranatinga (MT)","113293"
"5106315","Novo Santo Antônio (MT)","1020"
"5106372","Pedra Preta (MT)","78298"
"5106422","Peixoto de Azevedo (MT)","4643"
"5106455","Planalto da Serra (MT)","12755"
"5106505","Poconé (MT)","5928"
"5106653","Pontal do Araguaia (MT)","302"
"5106703","Ponte Branca (MT)","200"
"5106752","Pontes e Lacerda (MT)","15455"
"5106778","Porto Alegre do Norte (MT)","11810"
"5106802","Porto dos Gaúchos (MT)","27279"
"5106828","Porto Esperidião (MT)","1875"
"5106851","Porto Estrela (MT)","1292"
"5107008","Poxoréu (MT)","81746"
"5107040","Primavera do Leste (MT)","357738"
"5107065","Querência (MT)","242578"
"5107107","São José dos Quatro Marcos (MT)","1026"
"5107156","Reserva do Cabaçal (MT)","165"
"5107180","Ribeirão Cascalheira (MT)","20675"
"5107198","Ribeirãozinho (MT)","16460"
"5107206","Rio Branco (MT)","316"
"5107248","Santa Carmem (MT)","94392"
"5107263","Santo Afonso (MT)","2536"
"5107297","São José do Povo (MT)","240"
"5107305","São José do Rio Claro (MT)","134345"
"5107354","São José do Xingu (MT)","22125"
"5107404","São Pedro da Cipa (MT)","2185"
"5107578","Rondolândia (MT)","1303"
"5107602","Rondonópolis (MT)","104113"
"5107701","Rosário Oeste (MT)","6657"
"5107743","Santa Cruz do Xingu (MT)","4100"
"5107750","Salto do Céu (MT)","211"
"5107768","Santa Rita do Trivelato (MT)","185666"
"5107776","Santa Terezinha (MT)","4790"
"5107792","Santo Antônio do Leste (MT)","172725"
"5107800","Santo Antônio do Leverger (MT)","29883"
"5107859","São Félix do Araguaia (MT)","40864"
"5107875","Sapezal (MT)","576817"
"5107883","Serra Nova Dourada (MT)","2030"
"5107909","Sinop (MT)","174294"
"5107925","Sorriso (MT)","875851"
"5107941","Tabaporã (MT)","88673"
"5107958","Tangará da Serra (MT)","91917"
"5108006","Tapurah (MT)","179058"
"5108055","Terra Nova do Norte (MT)","4065"
"5108105","Tesouro (MT)","38543"
"5108204","Torixoréu (MT)","8832"
"5108303","União do Sul (MT)","32367"
"5108352","Vale de São Domingos (MT)","1615"
"5108402","Várzea Grande (MT)","801"
"5108501","Vera (MT)","176090"
"5108600","Vila Rica (MT)","7928"
"5108808","Nova Guarita (MT)","4334"
"5108857","Nova Marilândia (MT)","6294"
"5108907","Nova Maringá (MT)","131722"
"5108956","Nova Monte Verde (MT)","866"
"5200050","Abadia de Goiás (GO)","990"
"5200100","Abadiânia (GO)","15074"
"5200134","Acreúna (GO)","45535"
"5200159","Adelândia (GO)","860"
"5200175","Água Fria de Goiás (GO)","41682"
"5200209","Água Limpa (GO)","400"
"5200258","Águas Lindas de Goiás (GO)","..."
"5200308","Alexânia (GO)","5017"
"5200506","Aloândia (GO)","1830"
"5200555","Alto Horizonte (GO)","500"
"5200605","Alto Paraíso de Goiás (GO)","6767"
"5200803","Alvorada do Norte (GO)","4322"
"5200829","Amaralina (GO)","1000"
"5200852","Americano do Brasil (GO)","4025"
"5200902","Amorinópolis (GO)","410"
"5201108","Anápolis (GO)","5324"
"5201207","Anhanguera (GO)","145"
"5201306","Anicuns (GO)","15398"
"5201405","Aparecida de Goiânia (GO)","210"
"5201454","Aparecida do Rio Doce (GO)","1658"
"5201504","Aporé (GO)","6795"
"5201603","Araçu (GO)","2970"
"5201702","Aragarças (GO)","125"
"5201801","Aragoiânia (GO)","414"
"5202155","Araguapaz (GO)","1396"
"5202353","Arenópolis (GO)","2610"
"5202502","Aruanã (GO)","1835"
"5202601","Aurilândia (GO)","550"
"5202809","Avelinópolis (GO)","2285"
"5203104","Baliza (GO)","3170"
"5203203","Barro Alto (GO)","12291"
"5203302","Bela Vista de Goiás (GO)","6054"
"5203401","Bom Jardim de Goiás (GO)","1856"
"5203500","Bom Jesus de Goiás (GO)","89240"
"5203559","Bonfinópolis (GO)","832"
"5203575","Bonópolis (GO)","2935"
"5203609","Brazabrantes (GO)","2035"
"5203807","Britânia (GO)","780"
"5203906","Buriti Alegre (GO)","6877"
"5203939","Buriti de Goiás (GO)","608"
"5203962","Buritinópolis (GO)","954"
"5204003","Cabeceiras (GO)","52082"
"5204102","Cachoeira Alta (GO)","4126"
"5204201","Cachoeira de Goiás (GO)","190"
"5204250","Cachoeira Dourada (GO)","15995"
"5204300","Caçu (GO)","8941"
"5204409","Caiapônia (GO)","78760"
"5204508","Caldas Novas (GO)","25793"
"5204557","Caldazinha (GO)","720"
"5204607","Campestre de Goiás (GO)","1402"
"5204656","Campinaçu (GO)","1290"
"5204706","Campinorte (GO)","10257"
"5204805","Campo Alegre de Goiás (GO)","72142"
"5204854","Campo Limpo de Goiás (GO)","1200"
"5204904","Campos Belos (GO)","2065"
"5204953","Campos Verdes (GO)","197"
"5205000","Carmo do Rio Verde (GO)","7165"
"5205059","Castelândia (GO)","13425"
"5205109","Catalão (GO)","67672"
"5205208","Caturaí (GO)","3355"
"5205307","Cavalcante (GO)","2848"
"5205406","Ceres (GO)","1000"
"5205455","Cezarina (GO)","1455"
"5205471","Chapadão do Céu (GO)","215646"
"5205497","Cidade Ocidental (GO)","2758"
"5205513","Cocalzinho de Goiás (GO)","9060"
"5205521","Colinas do Sul (GO)","791"
"5205703","Córrego do Ouro (GO)","2909"
"5205802","Corumbá de Goiás (GO)","3479"
