"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias"
"Variável - Área colhida (Hectares)"
"Cód.","Município","Ano x Produto das lavouras temporárias"
"Cód.","Município","2010"
"Cód.","Município","Algodão herbáceo (em caroço)","Cana-de-açúcar","Milho (em grão)","Soja (em grão)"
"4304408","Canela (RS)","-","30","200","-"
"4304507","Canguçu (RS)","-","-","28000","15000"
"4304606","Canoas (RS)","-","-","-","-"
"4304614","Canudos do Vale (RS)","-","40","690","-"
"4304622","Capão Bonito do Sul (RS)","-","-","5000","20000"
"4304630","Capão da Canoa (RS)","-","-","60","-"
"4304655","Capão do Cipó (RS)","-","85","4000","50000"
"4304663","Capão do Leão (RS)","-","-","2300","5000"
"4304671","Capivari do Sul (RS)","-","-","42","150"
"4304689","Capela de Santana (RS)","-","30","200","-"
"4304697","Capitão (RS)","-","23","400","-"
"4304705","Carazinho (RS)","-","6","4000","35000"
"4304713","Caraá (RS)","-","85","1400","-"
"4304804","Carlos Barbosa (RS)","-","25","700","-"
"4304853","Carlos Gomes (RS)","-","68","2400","2460"
"4304903","Casca (RS)","-","20","4000","7000"
"4304952","Caseiros (RS)","-","2","2000","8000"
"4305009","Catuípe (RS)","-","100","1000","35000"
"4305108","Caxias do Sul (RS)","-","15","4200","-"
"4305116","Centenário (RS)","-","55","2800","5700"
"4305124","Cerrito (RS)","-","-","3000","2500"
"4305132","Cerro Branco (RS)","-","350","1900","250"
"4305157","Cerro Grande (RS)","-","30","3000","3000"
"4305173","Cerro Grande do Sul (RS)","-","31","2500","-"
"4305207","Cerro Largo (RS)","-","180","4200","4700"
"4305306","Chapada (RS)","-","180","7000","40000"
"4305355","Charqueadas (RS)","-","-","60","110"
"4305371","Charrua (RS)","-","25","1800","8450"
"4305405","Chiapetta (RS)","-","35","1800","24000"
"4305439","Chuí (RS)","-","-","70","-"
"4305447","Chuvisca (RS)","-","28","4000","-"
"4305454","Cidreira (RS)","-","-","35","-"
"4305504","Ciríaco (RS)","-","30","5000","9000"
"4305587","Colinas (RS)","-","14","300","480"
"4305603","Colorado (RS)","-","16","4000","15500"
"4305702","Condor (RS)","-","30","3000","29000"
"4305801","Constantina (RS)","-","75","3200","10350"
"4305835","Coqueiro Baixo (RS)","-","35","700","40"
"4305850","Coqueiros do Sul (RS)","-","20","3200","12300"
"4305871","Coronel Barros (RS)","-","30","300","10500"
"4305900","Coronel Bicaco (RS)","-","30","4000","33000"
"4305934","Coronel Pilar (RS)","-","28","1050","8"
"4305959","Cotiporã (RS)","-","100","2000","60"
"4305975","Coxilha (RS)","-","8","6000","29000"
"4306007","Crissiumal (RS)","-","200","2800","10000"
"4306056","Cristal (RS)","-","10","2700","3000"
"4306072","Cristal do Sul (RS)","-","100","5000","3500"
"4306106","Cruz Alta (RS)","-","5","4000","82500"
"4306130","Cruzaltense (RS)","-","22","1000","7050"
"4306205","Cruzeiro do Sul (RS)","-","80","4500","2600"
"4306304","David Canabarro (RS)","-","10","3500","5000"
"4306320","Derrubadas (RS)","-","45","1300","8000"
"4306353","Dezesseis de Novembro (RS)","-","250","700","1000"
"4306379","Dilermando de Aguiar (RS)","-","35","900","9300"
"4306403","Dois Irmãos (RS)","-","72","200","-"
"4306429","Dois Irmãos das Missões (RS)","-","10","2000","16000"
"4306452","Dois Lajeados (RS)","-","30","2600","200"
"4306502","Dom Feliciano (RS)","-","5","6000","50"
"4306551","Dom Pedro de Alcântara (RS)","-","80","-","-"
"4306601","Dom Pedrito (RS)","-","-","700","26000"
"4306700","Dona Francisca (RS)","-","130","750","140"
"4306734","Doutor Maurício Cardoso (RS)","-","100","7000","13000"
"4306759","Doutor Ricardo (RS)","-","25","1455","90"
"4306767","Eldorado do Sul (RS)","-","4","130","382"
"4306809","Encantado (RS)","-","60","1696","360"
"4306908","Encruzilhada do Sul (RS)","-","-","4000","3600"
"4306924","Engenho Velho (RS)","-","70","1300","3600"
"4306932","Entre-Ijuís (RS)","-","100","3000","32000"
"4306957","Entre Rios do Sul (RS)","-","61","1600","5985"
"4306973","Erebango (RS)","-","15","2000","7200"
"4307005","Erechim (RS)","-","52","2600","8200"
"4307054","Ernestina (RS)","-","3","1000","17500"
"4307104","Herval (RS)","-","-","2000","2000"
"4307203","Erval Grande (RS)","-","100","1500","3000"
"4307302","Erval Seco (RS)","-","120","5800","12000"
"4307401","Esmeralda (RS)","-","5","5500","17500"
"4307450","Esperança do Sul (RS)","-","70","1000","5000"
"4307500","Espumoso (RS)","-","10","2500","41500"
"4307559","Estação (RS)","-","12","500","5440"
"4307609","Estância Velha (RS)","-","30","50","-"
"4307708","Esteio (RS)","-","-","-","-"
"4307807","Estrela (RS)","-","180","2000","620"
"4307815","Estrela Velha (RS)","-","24","900","11200"
"4307831","Eugênio de Castro (RS)","-","60","3500","25000"
"4307864","Fagundes Varela (RS)","-","15","2300","300"
"4307906","Farroupilha (RS)","-","-","1600","-"
"4308003","Faxinal do Soturno (RS)","-","250","1500","700"
"4308052","Faxinalzinho (RS)","-","25","400","5100"
"4308078","Fazenda Vilanova (RS)","-","11","400","500"
"4308102","Feliz (RS)","-","30","380","1"
"4308201","Flores da Cunha (RS)","-","-","700","-"
"4308250","Floriano Peixoto (RS)","-","60","1800","4700"
"4308300","Fontoura Xavier (RS)","-","5","2300","1700"
"4308409","Formigueiro (RS)","-","40","300","2000"
"4308433","Forquetinha (RS)","-","57","880","48"
"4308458","Fortaleza dos Valos (RS)","-","16","2500","33050"
"4308508","Frederico Westphalen (RS)","-","502","5500","7000"
"4308607","Garibaldi (RS)","-","5","500","-"
"4308656","Garruchos (RS)","-","165","2000","15000"
"4308706","Gaurama (RS)","-","90","2200","6900"
"4308805","General Câmara (RS)","-","30","3600","2200"
"4308854","Gentil (RS)","-","20","1600","9500"
"4308904","Getúlio Vargas (RS)","-","30","4000","11750"
"4309001","Giruá (RS)","-","200","5000","58000"
"4309050","Glorinha (RS)","-","100","100","160"
"4309100","Gramado (RS)","-","4","765","-"
"4309126","Gramado dos Loureiros (RS)","-","170","1800","5000"
"4309159","Gramado Xavier (RS)","-","-","1500","600"
"4309209","Gravataí (RS)","-","50","30","-"
"4309258","Guabiju (RS)","-","8","2100","2350"
"4309308","Guaíba (RS)","-","-","100","24"
"4309407","Guaporé (RS)","-","60","4500","600"
"4309506","Guarani das Missões (RS)","-","150","5000","17500"
"4309555","Harmonia (RS)","-","15","350","-"
"4309571","Herveiras (RS)","-","25","1200","3"
"4309605","Horizontina (RS)","-","55","6040","13000"
"4309654","Hulha Negra (RS)","-","-","3000","1600"
"4309704","Humaitá (RS)","-","20","2000","7500"
"4309753","Ibarama (RS)","-","140","3500","80"
"4309803","Ibiaçá (RS)","-","3","2500","16300"
"4309902","Ibiraiaras (RS)","-","10","3000","8000"
"4309951","Ibirapuitã (RS)","-","20","1400","12700"
"4310009","Ibirubá (RS)","-","12","2500","41500"
"4310108","Igrejinha (RS)","-","25","320","2"
"4310207","Ijuí (RS)","-","220","1500","44300"
"4310306","Ilópolis (RS)","-","5","1500","-"
"4310330","Imbé (RS)","-","-","-","-"
"4310363","Imigrante (RS)","-","50","925","20"
"4310405","Independência (RS)","-","40","5500","20000"
"4310413","Inhacorá (RS)","-","15","1850","7000"
"4310439","Ipê (RS)","-","-","4500","5000"
"4310462","Ipiranga do Sul (RS)","-","5","1800","8600"
"4310504","Iraí (RS)","-","750","5500","3350"
"4310538","Itaara (RS)","-","10","400","2400"
"4310553","Itacurubi (RS)","-","85","2500","4500"
"4310579","Itapuca (RS)","-","20","1500","2700"
"4310603","Itaqui (RS)","-","-","4000","16000"
"4310652","Itati (RS)","-","150","150","-"
"4310702","Itatiba do Sul (RS)","-","250","1860","300"
"4310751","Ivorá (RS)","-","55","1800","1800"
"4310801","Ivoti (RS)","-","90","50","-"
"4310850","Jaboticaba (RS)","-","250","3100","5000"
"4310876","Jacuizinho (RS)","-","7","1500","14800"
"4310900","Jacutinga (RS)","-","25","2500","11500"
"4311007","Jaguarão (RS)","-","-","1000","16000"
"4311106","Jaguari (RS)","-","600","3000","4500"
"4311122","Jaquirana (RS)","-","-","1200","-"
"4311130","Jari (RS)","-","40","3600","27500"
"4311155","Jóia (RS)","-","50","3200","76000"
"4311205","Júlio de Castilhos (RS)","-","25","3000","80000"
"4311239","Lagoa Bonita do Sul (RS)","-","53","1700","900"
"4311254","Lagoão (RS)","-","5","3400","2200"
"4311270","Lagoa dos Três Cantos (RS)","-","7","1500","8700"
"4311304","Lagoa Vermelha (RS)","-","2","6000","38000"
"4311403","Lajeado (RS)","-","65","800","350"
"4311429","Lajeado do Bugre (RS)","-","30","2000","3000"
"4311502","Lavras do Sul (RS)","-","-","2800","8500"
"4311601","Liberato Salzano (RS)","-","100","3000","3500"
"4311627","Lindolfo Collor (RS)","-","63","50","-"
"4311643","Linha Nova (RS)","-","70","150","-"
"4311700","Machadinho (RS)","-","65","1200","10800"
"4311718","Maçambará (RS)","-","30","3000","18050"
"4311734","Mampituba (RS)","-","117","324","-"
"4311759","Manoel Viana (RS)","-","100","2500","22000"
"4311775","Maquiné (RS)","-","60","600","-"
"4311791","Maratá (RS)","-","80","900","-"
"4311809","Marau (RS)","-","30","5000","35000"
"4311908","Marcelino Ramos (RS)","-","350","2500","2000"
"4311981","Mariana Pimentel (RS)","-","17","300","-"
"4312005","Mariano Moro (RS)","-","28","2000","150"
"4312054","Marques de Souza (RS)","-","90","550","100"
"4312104","Mata (RS)","-","100","2500","700"
"4312138","Mato Castelhano (RS)","-","10","1500","15000"
"4312153","Mato Leitão (RS)","-","14","1400","70"
"4312179","Mato Queimado (RS)","-","20","2580","5800"
"4312203","Maximiliano de Almeida (RS)","-","100","2500","4500"
"4312252","Minas do Leão (RS)","-","-","150","3500"
"4312302","Miraguaí (RS)","-","50","2800","4200"
"4312351","Montauri (RS)","-","15","2000","2300"
"4312377","Monte Alegre dos Campos (RS)","-","-","1060","990"
"4312385","Monte Belo do Sul (RS)","-","40","340","-"
"4312401","Montenegro (RS)","-","130","800","-"
"4312427","Mormaço (RS)","-","22","1000","8700"
"4312443","Morrinhos do Sul (RS)","-","130","120","-"
"4312450","Morro Redondo (RS)","-","-","1900","250"
"4312476","Morro Reuter (RS)","-","60","300","-"
"4312500","Mostardas (RS)","-","5","520","-"
"4312609","Muçum (RS)","-","180","1100","200"
"4312617","Muitos Capões (RS)","-","-","20000","40000"
"4312625","Muliterno (RS)","-","5","2350","2750"
"4312658","Não-Me-Toque (RS)","-","30","3500","21000"
"4312674","Nicolau Vergueiro (RS)","-","15","500","10300"
"4312708","Nonoai (RS)","-","150","3000","20000"
"4312757","Nova Alvorada (RS)","-","10","400","4500"
"4312807","Nova Araçá (RS)","-","11","2100","300"
"4312906","Nova Bassano (RS)","-","30","7500","1000"
"4312955","Nova Boa Vista (RS)","-","45","1200","4500"
"4313003","Nova Bréscia (RS)","-","30","400","20"
"4313011","Nova Candelária (RS)","-","10","2400","2700"
"4313037","Nova Esperança do Sul (RS)","-","105","1400","3200"
"4313060","Nova Hartz (RS)","-","10","100","-"
"4313086","Nova Pádua (RS)","-","-","250","-"
"4313102","Nova Palma (RS)","-","190","2300","4500"
"4313201","Nova Petrópolis (RS)","-","8","1800","-"
"4313300","Nova Prata (RS)","-","5","3000","1000"
"4313334","Nova Ramada (RS)","-","12","1400","12700"
"4313359","Nova Roma do Sul (RS)","-","20","1500","-"
"4313375","Nova Santa Rita (RS)","-","-","40","-"
"4313391","Novo Cabrais (RS)","-","70","1000","2900"
"4313409","Novo Hamburgo (RS)","-","320","650","50"
"4313425","Novo Machado (RS)","-","70","3000","11450"
"4313441","Novo Tiradentes (RS)","-","12","3500","1000"
"4313466","Novo Xingu (RS)","-","40","800","4200"
"4313490","Novo Barreiro (RS)","-","30","2500","3000"
"4313508","Osório (RS)","-","90","350","-"
"4313607","Paim Filho (RS)","-","80","3500","3900"
"4313656","Palmares do Sul (RS)","-","6","410","-"
"4313706","Palmeira das Missões (RS)","-","320","8000","92000"
"4313805","Palmitinho (RS)","-","460","5000","800"
"4313904","Panambi (RS)","-","55","2300","30000"
"4313953","Pantano Grande (RS)","-","-","1000","9000"
"4314001","Paraí (RS)","-","80","4200","600"
"4314027","Paraíso do Sul (RS)","-","100","2500","1000"
"4314035","Pareci Novo (RS)","-","45","150","-"
"4314050","Parobé (RS)","-","50","200","-"
"4314068","Passa Sete (RS)","-","10","2500","2100"
"4314076","Passo do Sobrado (RS)","-","35","2500","1510"
"4314100","Passo Fundo (RS)","-","10","2000","38300"
"4314134","Paulo Bento (RS)","-","10","1000","6420"
"4314159","Paverama (RS)","-","12","750","200"
"4314175","Pedras Altas (RS)","-","-","1500","2200"
"4314209","Pedro Osório (RS)","-","-","545","1500"
"4314308","Pejuçara (RS)","-","12","1500","28300"
"4314407","Pelotas (RS)","-","-","11000","6000"
"4314423","Picada Café (RS)","-","120","402","-"
"4314456","Pinhal (RS)","-","80","2700","1200"
"4314464","Pinhal da Serra (RS)","-","5","4000","7000"
"4314472","Pinhal Grande (RS)","-","25","1800","14200"
"4314498","Pinheirinho do Vale (RS)","-","400","2100","800"
"4314506","Pinheiro Machado (RS)","-","-","1800","1200"
"4314548","Pinto Bandeira (RS)","...","...","...","..."
"4314555","Pirapó (RS)","-","90","1200","2900"
"4314605","Piratini (RS)","-","-","5000","11000"
"4314704","Planalto (RS)","-","210","3500","1200"
"4314753","Poço das Antas (RS)","-","105","150","-"
"4314779","Pontão (RS)","-","40","5000","29000"
"4314787","Ponte Preta (RS)","-","14","1900","4600"
"4314803","Portão (RS)","-","20","260","-"
"4314902","Porto Alegre (RS)","-","21","50","-"
"4315008","Porto Lucena (RS)","-","300","3300","4000"
"4315057","Porto Mauá (RS)","-","45","1100","4000"
"4315073","Porto Vera Cruz (RS)","-","80","2000","450"
"4315107","Porto Xavier (RS)","-","1080","2000","1200"
"4315131","Pouso Novo (RS)","-","40","1400","-"
"4315149","Presidente Lucena (RS)","-","250","150","-"
"4315156","Progresso (RS)","-","50","2310","2"
"4315172","Protásio Alves (RS)","-","15","1400","700"
"4315206","Putinga (RS)","-","26","4000","24"
"4315305","Quaraí (RS)","-","-","450","-"
"4315313","Quatro Irmãos (RS)","-","13","2000","16600"
"4315321","Quevedos (RS)","-","3","1300","22000"
"4315354","Quinze de Novembro (RS)","-","27","800","11300"
"4315404","Redentora (RS)","-","30","2200","13000"
"4315453","Relvado (RS)","-","25","1800","65"
"4315503","Restinga Sêca (RS)","-","140","1500","13500"
"4315552","Rio dos Índios (RS)","-","200","2000","7500"
"4315602","Rio Grande (RS)","-","-","100","400"
"4315701","Rio Pardo (RS)","-","20","4200","23500"
"4315750","Riozinho (RS)","-","50","600","-"
"4315800","Roca Sales (RS)","-","212","3800","2100"
"4315909","Rodeio Bonito (RS)","-","150","3500","2500"
"4315958","Rolador (RS)","-","100","1800","12000"
"4316006","Rolante (RS)","-","150","1200","-"
"4316105","Ronda Alta (RS)","-","60","4600","22500"
"4316204","Rondinha (RS)","-","90","3200","12500"
"4316303","Roque Gonzales (RS)","-","2000","3850","5800"
"4316402","Rosário do Sul (RS)","-","16","1800","28000"
"4316428","Sagrada Família (RS)","-","70","2500","3000"
"4316436","Saldanha Marinho (RS)","-","8","1500","12500"
"4316451","Salto do Jacuí (RS)","-","470","2000","19600"
"4316477","Salvador das Missões (RS)","-","48","2200","3400"
"4316501","Salvador do Sul (RS)","-","35","1100","-"
"4316600","Sananduva (RS)","-","65","4500","18900"
"4316709","Santa Bárbara do Sul (RS)","-","20","5000","67000"
"4316733","Santa Cecília do Sul (RS)","-","20","1000","6900"
"4316758","Santa Clara do Sul (RS)","-","65","2220","480"
"4316808","Santa Cruz do Sul (RS)","-","150","11000","900"
"4316907","Santa Maria (RS)","-","115","2080","25220"
"4316956","Santa Maria do Herval (RS)","-","40","650","-"
"4316972","Santa Margarida do Sul (RS)","-","-","350","22000"
"4317004","Santana da Boa Vista (RS)","-","-","4000","7000"
"4317103","Sant'Ana do Livramento (RS)","-","-","4000","12000"
"4317202","Santa Rosa (RS)","-","70","4475","20400"
"4317251","Santa Tereza (RS)","-","50","680","-"
"4317301","Santa Vitória do Palmar (RS)","-","-","6","1000"
"4317400","Santiago (RS)","-","250","3500","15000"
"4317509","Santo Ângelo (RS)","-","400","6000","36000"
"4317558","Santo Antônio do Palma (RS)","-","16","2200","3300"
"4317608","Santo Antônio da Patrulha (RS)","-","300","2000","350"
"4317707","Santo Antônio das Missões (RS)","-","110","1000","26000"
"4317756","Santo Antônio do Planalto (RS)","-","10","3000","11600"
"4317806","Santo Augusto (RS)","-","50","4600","33000"
"4317905","Santo Cristo (RS)","-","150","10000","9500"
"4317954","Santo Expedito do Sul (RS)","-","5","800","4900"
"4318002","São Borja (RS)","-","-","3000","35000"
"4318051","São Domingos do Sul (RS)","-","12","2000","500"
"4318101","São Francisco de Assis (RS)","-","500","4200","17000"
"4318200","São Francisco de Paula (RS)","-","-","2400","-"
"4318309","São Gabriel (RS)","-","-","1000","40000"
"4318408","São Jerônimo (RS)","-","2","3800","503"
"4318424","São João da Urtiga (RS)","-","100","2500","5000"
"4318432","São João do Polêsine (RS)","-","90","300","350"
"4318440","São Jorge (RS)","-","10","2600","2400"
"4318457","São José das Missões (RS)","-","70","1300","3420"
"4318465","São José do Herval (RS)","-","8","800","200"
"4318481","São José do Hortêncio (RS)","-","153","430","-"
"4318499","São José do Inhacorá (RS)","-","25","2100","1400"
"4318507","São José do Norte (RS)","-","-","150","-"
"4318606","São José do Ouro (RS)","-","20","2000","18000"
"4318614","São José do Sul (RS)","-","45","550","4"
"4318622","São José dos Ausentes (RS)","-","-","420","-"
"4318705","São Leopoldo (RS)","-","20","55","-"
"4318804","São Lourenço do Sul (RS)","-","-","9000","8000"
"4318903","São Luiz Gonzaga (RS)","-","500","5600","57000"
"4319000","São Marcos (RS)","-","-","500","-"
"4319109","São Martinho (RS)","-","40","1700","9000"
"4319125","São Martinho da Serra (RS)","-","5","1100","24100"
"4319158","São Miguel das Missões (RS)","-","80","4600","63000"
"4319208","São Nicolau (RS)","-","45","1500","9000"
"4319307","São Paulo das Missões (RS)","-","150","7000","4500"
"4319356","São Pedro da Serra (RS)","-","20","300","-"
"4319364","São Pedro das Missões (RS)","-","60","1400","4500"
"4319372","São Pedro do Butiá (RS)","-","85","4000","3000"
"4319406","São Pedro do Sul (RS)","-","500","2400","3400"
"4319505","São Sebastião do Caí (RS)","-","10","360","-"
"4319604","São Sepé (RS)","-","10","2500","27000"
"4319703","São Valentim (RS)","-","30","3000","2500"
